,drugName,drugid,description,drugtype,maxPhase,withdrawn,blackBox,approvalYear,list_targets,list_diseases,has_any_sc_evidence,has_any_genetic_evidence,num_indications,mechanism,action_type,target_type
1163,EVEROLIMUS,CHEMBL1908360,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 19 approved and 115 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2009,['ENSG00000088832'],"['EFO_0000389', 'HP_0001871', 'EFO_0004224', 'EFO_0002618', 'EFO_0000339', 'EFO_0000681', 'EFO_0000519', 'EFO_0000349', 'MONDO_0001422', 'EFO_0000691', 'MONDO_0017623', 'EFO_0000770', 'EFO_0002499', 'EFO_0000326', 'EFO_1000312', 'MONDO_0005411', 'MONDO_0015277', 'MONDO_0007576', 'EFO_0000365', 'EFO_0002916', 'EFO_0005220', 'EFO_0003060', 'MONDO_0018975', 'EFO_0000305', 'EFO_0001378', 'EFO_1000630', 'EFO_0003897', 'MONDO_0002898', 'EFO_1000634', 'EFO_0000474', 'EFO_0003833', 'MONDO_0011962', 'MONDO_0002120', 'MONDO_0018076', 'MONDO_0007039', 'EFO_0000231', 'EFO_0002913', 'EFO_0000574', 'EFO_0003047', 'EFO_0000272', 'MONDO_0000873', 'MONDO_0100342', 'MONDO_0002367', 'EFO_0009708', 'EFO_0005672', 'MONDO_0001056', 'EFO_0000632', 'EFO_0001365', 'EFO_0000222', 'EFO_0008620', 'EFO_0004243', 'MONDO_0008280', 'MONDO_0008170', 'MONDO_0024503', 'EFO_1002048', 'EFO_0001071', 'MONDO_0021054', 'EFO_1001496', 'EFO_1000852', 'MONDO_0009348', 'MONDO_0002087', 'MONDO_0003268', 'EFO_0000702', 'EFO_0004599', 'MONDO_0013730', 'EFO_0002617', 'EFO_0000403', 'EFO_1000601', 'MONDO_0008903', 'EFO_1001469', 'EFO_0000630', 'EFO_0000183', 'EFO_0000565', 'EFO_0007331', 'EFO_0003884', 'MONDO_0003478', 'EFO_1001901', 'EFO_0005952', 'EFO_0000637', 'MONDO_0002974', 'EFO_0009441', 'EFO_0000182', 'MONDO_0020732', 'EFO_0000544', 'EFO_1001231', 'EFO_0003860', 'EFO_0006861', 'MONDO_0018364', 'EFO_0000228', 'EFO_0000558', 'MONDO_0001187', 'EFO_1001968', 'MONDO_0021063', 'EFO_0004289', 'EFO_0005221', 'EFO_0004252', 'MONDO_0011719', 'MONDO_0007254', 'EFO_1000045', 'MONDO_0016586', 'EFO_0000313', 'MONDO_0011705', 'EFO_0006859', 'MONDO_0002715', 'EFO_0001376', 'EFO_0003086', 'MONDO_0004992', 'EFO_0000333', 'MONDO_0002108', 'MONDO_0002158', 'EFO_0005543', 'EFO_0001062', 'EFO_0002626', 'EFO_0000181', 'MONDO_0002603', 'MONDO_0001734', 'MONDO_0002691', 'MONDO_0008315', 'EFO_0000514', 'MONDO_0020290', 'EFO_1000158', 'EFO_1000026', 'EFO_0000760', 'EFO_0000540', 'MONDO_0016642', 'EFO_1001951', 'MONDO_0016693', 'EFO_0000616', 'EFO_0003869', 'HP_0009720', 'EFO_0000220', 'EFO_0000198', 'EFO_0000588', 'EFO_0005537']",True,False,134,FK506-binding protein 1A inhibitor ,INHIBITOR ,single protein 
1164,LUCINACTANT,CHEMBL1963685,Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2012 and has 5 investigational indications.,,4.0,,False,2012,[],"['EFO_1000644', 'EFO_1000637', 'EFO_1001037', 'EFO_0009686', 'MONDO_0009061']",False,False,5,,,
1165,GANETESPIB,CHEMBL2103879,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 24 investigational indications.,,3.0,,False,no approval year,"['ENSG00000080824', 'ENSG00000096384']","['EFO_0000616', 'MONDO_0001056', 'EFO_0000702', 'MONDO_0008903', 'EFO_0000673', 'EFO_0006861', 'MONDO_0021063', 'EFO_0002916', 'MONDO_0007254', 'MONDO_0011719', 'EFO_0001378', 'EFO_0003060', 'EFO_1000657', 'MONDO_0002158', 'EFO_0000182', 'EFO_0000756', 'MONDO_0008170', 'EFO_0000198', 'EFO_0000222', 'EFO_0000571', 'EFO_0000760', 'EFO_0003968', 'EFO_0000770', 'EFO_0005537']",True,False,24,Heat shock protein HSP90 inhibitor ,INHIBITOR ,protein family 
1166,TREBANANIB,CHEMBL2108568,Protein drug with a maximum clinical trial phase of III (across all indications) and has 14 investigational indications.,,3.0,,False,no approval year,"['ENSG00000091879', 'ENSG00000154188']","['MONDO_0008170', 'EFO_0000673', 'EFO_1001465', 'EFO_0000632', 'MONDO_0002158', 'EFO_0008528', 'EFO_0000616', 'EFO_0003060', 'EFO_0000182', 'MONDO_0007254', 'MONDO_0002087', 'EFO_1000158', 'EFO_0000681', 'EFO_0003968']",True,False,14,Angiopoietin-2 inhibitor Angiopoietin-1 inhibitor ,INHIBITOR ,single protein 
1167,PERILLYL ALCOHOL,CHEMBL236687,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0002618', 'EFO_0002496', 'EFO_0000519', 'MONDO_0007254', 'MONDO_0008315', 'EFO_0000574', 'MONDO_0016642']",False,False,7,,,
1168,VANDETANIB,CHEMBL24828,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2011 and has 7 approved and 41 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2011,"['ENSG00000142627', 'ENSG00000133216', 'ENSG00000145242', 'ENSG00000116106', 'ENSG00000070886', 'ENSG00000080224', 'ENSG00000135333', 'ENSG00000182580', 'ENSG00000044524', 'ENSG00000154928', 'ENSG00000196411', 'ENSG00000146904', 'ENSG00000106123', 'ENSG00000183317', 'ENSG00000120156', 'ENSG00000197122', 'ENSG00000141736', 'ENSG00000146648', 'ENSG00000178568', 'ENSG00000065361', 'ENSG00000165731', 'ENSG00000102755', 'ENSG00000037280', 'ENSG00000128052', 'ENSG00000101213']","['EFO_0000588', 'MONDO_0008627', 'EFO_1001951', 'MONDO_0100342', 'EFO_0009708', 'EFO_0000349', 'EFO_0000641', 'MONDO_0008315', 'EFO_0000616', 'MONDO_0007254', 'EFO_0001663', 'EFO_0000182', 'EFO_0007535', 'MONDO_0002367', 'EFO_0000702', 'MONDO_0008903', 'EFO_1000026', 'EFO_0003060', 'EFO_0003869', 'EFO_0002501', 'EFO_1000657', 'EFO_0002916', 'MONDO_0011719', 'EFO_0000519', 'EFO_0003897', 'MONDO_0001187', 'MONDO_0008170', 'EFO_0001378', 'MONDO_0002108', 'EFO_0006859', 'EFO_1000158', 'EFO_0002499', 'MONDO_0004992', 'MONDO_0015277', 'EFO_0000501', 'MONDO_0002087', 'EFO_0002618', 'EFO_0003841', 'MONDO_0001056', 'EFO_0000222', 'MONDO_0004192', 'EFO_0000630', 'MONDO_0002158', 'EFO_0000181', 'EFO_1001465', 'EFO_0000621', 'EFO_0002892', 'EFO_0000365']",True,True,48,Vascular endothelial growth factor receptor inhibitor Tyrosine-protein kinase receptor RET inhibitor Ephrin receptor inhibitor Tyrosine-protein kinase TIE-2 inhibitor Tyrosine-protein kinase SRC inhibitor Tyrosine-protein kinase BRK inhibitor Epidermal growth factor receptor inhibitor ,INHIBITOR ,protein family single protein 
1169,NBI-6024,CHEMBL4297306,Protein drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['MONDO_0005147'],False,False,1,,,
1170,BREPOCITINIB,CHEMBL4297477,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 11 investigational indications.,,3.0,,False,no approval year,"['ENSG00000105397', 'ENSG00000162434']","['EFO_0000384', 'EFO_1000710', 'EFO_0003778', 'EFO_0000274', 'EFO_0000398', 'EFO_0000676', 'EFO_0000729', 'MONDO_0007915', 'EFO_0004192', 'EFO_0003086', 'EFO_1002028']",False,True,11,Tyrosine-protein kinase TYK2 inhibitor Tyrosine-protein kinase JAK1 inhibitor ,INHIBITOR ,single protein 
1171,PATRITUMAB DERUXTECAN,CHEMBL4594611,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,3.0,,False,no approval year,"['ENSG00000065361', 'ENSG00000198900']","['MONDO_0007254', 'EFO_0003060']",False,False,2,DNA topoisomerase I inhibitor Receptor tyrosine-protein kinase erbB-3 binding agent ,INHIBITOR BINDING AGENT ,single protein 
1172,CDX-301,CHEMBL4650387,Protein drug with a maximum clinical trial phase of II (across all indications) and has 18 investigational indications.,,2.0,,False,no approval year,['ENSG00000122025'],"['EFO_0005221', 'MONDO_0008315', 'EFO_0006859', 'EFO_0002617', 'MONDO_0007254', 'MONDO_0001056', 'EFO_0000182', 'EFO_0003060', 'EFO_0000681', 'EFO_0000574', 'EFO_0002618', 'MONDO_0007576', 'EFO_1001951', 'MONDO_0008170', 'EFO_0000756', 'MONDO_0002158', 'EFO_1001469', 'EFO_0000403']",True,False,18,Tyrosine-protein kinase receptor FLT3 agonist ,AGONIST ,single protein 
1173,DEFEROXAMINE,CHEMBL556,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1968 and has 14 investigational indications.,,4.0,,False,1968,[],"['EFO_0005669', 'EFO_1001459', 'EFO_1001996', 'EFO_0000713', 'EFO_1001012', 'HP_0001919', 'MONDO_0007254', 'EFO_0005669', 'EFO_0000182', 'MONDO_0005147', 'EFO_1000642', 'Orphanet_848', 'MONDO_0011382', 'MONDO_0100096', 'HP_0002140']",False,False,15,,,
1174,LORATADINE,CHEMBL998,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1993 and has 6 approved and 11 investigational indications.,,4.0,,False,1993,['ENSG00000196639'],"['EFO_0004232', 'HP_0003418', 'MONDO_0004979', 'EFO_0005531', 'EFO_0000685', 'EFO_0001378', 'MONDO_0005271', 'MONDO_0011705', 'MONDO_0005301', 'MONDO_0007254', 'EFO_0003956', 'HP_0000989', 'EFO_1001417', 'MONDO_0100096', 'EFO_0005854', 'EFO_0000574', 'EFO_0000274']",False,False,17,Histamine H1 receptor antagonist ,ANTAGONIST ,single protein 
1175,CLOPIDOGREL,CHEMBL1771,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and has 8 approved and 49 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1997,['ENSG00000169313'],"['EFO_0000712', 'MONDO_0000831', 'EFO_0003777', 'EFO_0003764', 'EFO_0008583', 'EFO_1000985', 'EFO_0005672', 'EFO_0000764', 'EFO_0003106', 'EFO_0003144', 'EFO_1000860', 'EFO_0001645', 'EFO_0007328', 'EFO_0006859', 'EFO_0000275', 'EFO_0002615', 'EFO_0004265', 'EFO_0004264', 'HP_0002140', 'EFO_0005672', 'EFO_0002950', 'EFO_0000180', 'EFO_0000717', 'EFO_0003914', 'EFO_0004277', 'EFO_0003869', 'MONDO_0004979', 'EFO_0009315', 'HP_0030680', 'EFO_0004265', 'MONDO_0002009', 'EFO_0003875', 'EFO_0008585', 'EFO_0000556', 'EFO_0000712', 'EFO_0003870', 'EFO_0000266', 'EFO_0003913', 'EFO_0002429', 'EFO_0004286', 'EFO_0000319', 'EFO_0009686', 'MONDO_0007915', 'EFO_0001645', 'EFO_0009086', 'MONDO_0100096', 'MP_0001914', 'EFO_0007541', 'HP_0002239', 'EFO_0003876', 'EFO_0001361', 'EFO_0003884', 'EFO_0000556', 'EFO_0000612', 'EFO_0000612', 'MONDO_0005148', 'HP_0004419']",True,False,57,Purinergic receptor P2Y12 antagonist ,ANTAGONIST ,single protein 
1176,TALOTREXIN AMMONIUM,CHEMBL2104985,Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 3 investigational indications.,,1.0,,False,no approval year,[],"['EFO_0003060', 'EFO_0000565', 'EFO_0000616']",False,False,3,,,
1177,RETEPLASE,CHEMBL2107885,Enzyme drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 3 approved and 2 investigational indications.,,4.0,,False,1996,['ENSG00000122194'],"['EFO_0000712', 'EFO_0008585', 'EFO_0003144', 'HP_0004419', 'EFO_0000612']",False,True,5,Plasminogen activator ,ACTIVATOR ,single protein 
1178,CAPIVASERTIB,CHEMBL2325741,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 21 investigational indications.,,3.0,,False,no approval year,"['ENSG00000105221', 'ENSG00000117020', 'ENSG00000142208']","['MONDO_0011962', 'EFO_0000707', 'EFO_0000096', 'MONDO_0008170', 'EFO_0003060', 'EFO_0000673', 'MONDO_0007254', 'MONDO_0001056', 'MONDO_0008315', 'MONDO_0002974', 'EFO_1000251', 'EFO_0001378', 'EFO_0000616', 'EFO_0000305', 'MONDO_0004992', 'EFO_0000503', 'EFO_0000228', 'EFO_0003869', 'EFO_0001642', 'MONDO_0016642', 'Orphanet_145']",True,False,21,Serine/threonine-protein kinase AKT inhibitor ,INHIBITOR ,protein family 
1179,GLYCOPYRRONIUM TOSYLATE,CHEMBL3707243,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2018 and has 6 approved indications.,,4.0,,False,2018,[],"['EFO_0006505', 'EFO_1000632', 'EFO_0000341', 'HP_0000975', 'EFO_0004269', 'MONDO_0004247']",False,False,6,,,
1180,PEMLIMOGENE MEROLISBAC,CHEMBL4297241,Gene drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications.,,1.0,,False,no approval year,[],"['EFO_0000571', 'EFO_0003060']",False,False,2,,,
1181,LINRODOSTAT,CHEMBL4297598,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 10 investigational indications.,,3.0,,False,no approval year,['ENSG00000131203'],"['EFO_0000756', 'MONDO_0002898', 'MONDO_0004992', 'EFO_0006859', 'EFO_0000519', 'EFO_0000199', 'EFO_0003060', 'MONDO_0001056', 'EFO_0000294', 'EFO_0000182']",True,False,10,"Indoleamine 2,3-dioxygenase inhibitor ",INHIBITOR ,single protein 
1182,DOSTARLIMAB,CHEMBL4298124,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for neoplasm and endometrial cancer and has 22 investigational indications.,,4.0,,False,2021,['ENSG00000188389'],"['EFO_0001378', 'MONDO_0002691', 'MONDO_0008170', 'Orphanet_145', 'MONDO_0007254', 'EFO_0000756', 'EFO_0003893', 'EFO_1000657', 'EFO_0000616', 'MONDO_0002974', 'MONDO_0018944', 'EFO_0002517', 'EFO_0000691', 'EFO_0003060', 'EFO_0006859', 'MONDO_0021063', 'EFO_0000702', 'EFO_0002618', 'MONDO_0011962', 'EFO_1001951', 'EFO_0003968', 'EFO_0001061', 'EFO_0005537', 'EFO_0000588']",False,False,24,Programmed cell death protein 1 antagonist ,ANTAGONIST ,single protein 
1183,MTI-31,CHEMBL4594431,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['MONDO_0007254'],False,False,1,,,
1184,MESALAMINE,CHEMBL704,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1987 and is indicated for proctitis and ulcerative colitis and has 15 investigational indications.,,4.0,,False,1987,"['ENSG00000132170', 'ENSG00000012779', 'ENSG00000073756', 'ENSG00000095303']","['EFO_0005628', 'EFO_0007168', 'EFO_1001293', 'MONDO_0005835', 'EFO_0008572', 'EFO_0009959', 'EFO_0000729', 'HP_0002253', 'EFO_1001951', 'EFO_0000555', 'EFO_0004232', 'EFO_0003872', 'EFO_0000384', 'EFO_0005406', 'EFO_1001294', 'EFO_1001460', 'EFO_0000764']",True,False,17,Arachidonate 5-lipoxygenase inhibitor Peroxisome proliferator-activated receptor gamma agonist Cyclooxygenase inhibitor ,INHIBITOR AGONIST ,single protein protein family 
1185,SORAFENIB TOSYLATE,CHEMBL1200485,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2005 and has 7 approved and 54 investigational indications.,,4.0,,False,2005,"['ENSG00000157764', 'ENSG00000122025', 'ENSG00000132155', 'ENSG00000113721', 'ENSG00000165731', 'ENSG00000102755', 'ENSG00000037280', 'ENSG00000128052', 'ENSG00000157404']","['MONDO_0004192', 'MONDO_0011719', 'EFO_0000691', 'EFO_0000349', 'EFO_0006352', 'EFO_1001968', 'EFO_0006861', 'EFO_0000756', 'EFO_0002501', 'EFO_0000389', 'EFO_0000641', 'MONDO_0002367', 'MONDO_0008170', 'EFO_0000365', 'MONDO_0008903', 'MONDO_0004992', 'EFO_0000182', 'EFO_0007535', 'EFO_0000220', 'EFO_0002618', 'EFO_0000616', 'EFO_1000613', 'EFO_1001465', 'EFO_1000657', 'MONDO_0021063', 'EFO_0002938', 'MONDO_0044926', 'EFO_0002499', 'EFO_0000588', 'EFO_1001469', 'EFO_0000501', 'EFO_0000673', 'MONDO_0002691', 'EFO_1001052', 'MONDO_0004986', 'MONDO_0044937', 'EFO_0003060', 'EFO_0001378', 'EFO_0000224', 'MONDO_0007254', 'MONDO_0008315', 'MONDO_0002108', 'EFO_0003833', 'EFO_1001951', 'EFO_0000640', 'EFO_0000519', 'EFO_0009907', 'EFO_0000702', 'EFO_1000158', 'EFO_0000095', 'MONDO_0002087', 'EFO_0000681', 'EFO_0000222', 'MONDO_0001187', 'EFO_0000403', 'EFO_0000637', 'EFO_0000335', 'EFO_0003871', 'EFO_0002892', 'EFO_0003032', 'MONDO_0002158']",True,True,61,Vascular endothelial growth factor receptor inhibitor Stem cell growth factor receptor inhibitor Tyrosine-protein kinase receptor FLT3 inhibitor Serine/threonine-protein kinase RAF inhibitor Serine/threonine-protein kinase B-raf inhibitor Tyrosine-protein kinase receptor RET inhibitor Platelet-derived growth factor receptor beta inhibitor ,INHIBITOR ,protein family single protein 
1186,ISOSORBIDE,CHEMBL1200660,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1974 and has 12 investigational indications.,,4.0,,False,1974,[],"['EFO_0000702', 'EFO_0003913', 'MONDO_0008315', 'EFO_0000181', 'EFO_0000403', 'EFO_1001469', 'EFO_0000673', 'EFO_0000095', 'MONDO_0018906', 'EFO_0000537', 'MONDO_0002358', 'MONDO_0004992']",False,False,12,,,
1187,CORTISONE ACETATE,CHEMBL1650,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1950 and has 44 approved and 2 investigational indications.,,4.0,,False,1950,['ENSG00000113580'],"['EFO_1001896', 'HP_0004398', 'EFO_1001435', 'EFO_0004276', 'EFO_1001205', 'EFO_0008997', 'EFO_1001119', 'EFO_1000764', 'EFO_0007403', 'EFO_0000274', 'EFO_0007160', 'EFO_0000398', 'EFO_1000694', 'EFO_0004255', 'EFO_0005752', 'EFO_1000039', 'HP_0001094', 'HP_0003072', 'EFO_0000685', 'EFO_0003778', 'MONDO_0008728', 'EFO_1000049', 'MONDO_0043579', 'MONDO_0007915', 'MONDO_0005178', 'EFO_1001194', 'EFO_0003106', 'EFO_1000941', 'EFO_0000565', 'EFO_0005319', 'HP_0001873', 'MONDO_0018479', 'MONDO_0015128', 'EFO_0005558', 'EFO_0002609', 'EFO_1001250', 'EFO_0004274', 'EFO_1000684', 'EFO_0005532', 'EFO_0009456', 'EFO_0000574', 'EFO_0003063', 'HP_0001915', 'EFO_1000997', 'MONDO_0004979', 'MONDO_0005271']",False,False,46,Glucocorticoid receptor agonist ,AGONIST ,single protein 
1188,FLUOROURACIL,CHEMBL185,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1962 and has 6 approved and 97 investigational indications.,,4.0,,False,1962,['ENSG00000176890'],"['EFO_0001075', 'EFO_0002618', 'EFO_1000720', 'EFO_1001471', 'MONDO_0003060', 'EFO_0000198', 'EFO_0007363', 'EFO_1001365', 'EFO_0002617', 'MONDO_0007576', 'EFO_0000228', 'EFO_0004252', 'EFO_0000313', 'EFO_0003060', 'EFO_1001901', 'EFO_0005952', 'MONDO_0021063', 'EFO_0004288', 'EFO_1000910', 'EFO_0005577', 'EFO_0000365', 'EFO_1001951', 'EFO_0003860', 'EFO_0008528', 'EFO_0002938', 'EFO_0000181', 'EFO_0000305', 'EFO_0005950', 'EFO_0003866', 'MONDO_0002358', 'EFO_0000182', 'EFO_0002517', 'MONDO_0002038', 'MONDO_0002974', 'EFO_0004284', 'EFO_0000294', 'MONDO_0000831', 'EFO_0003897', 'EFO_0000503', 'EFO_0003869', 'EFO_0000698', 'EFO_0003859', 'MONDO_0004992', 'EFO_0000616', 'EFO_1000292', 'MONDO_0004192', 'EFO_0010282', 'MONDO_0004986', 'MONDO_0002691', 'EFO_1001129', 'EFO_0000707', 'MONDO_0008170', 'EFO_1001949', 'MONDO_0002087', 'EFO_1001961', 'EFO_0009259', 'EFO_1000028', 'MONDO_0024475', 'MONDO_0001056', 'EFO_0000178', 'EFO_0009708', 'EFO_0002496', 'EFO_0003835', 'MONDO_0007254', 'MONDO_0003199', 'MONDO_0002367', 'EFO_0002428', 'EFO_0000326', 'MONDO_0044704', 'MONDO_0005575', 'EFO_0003100', 'EFO_0000574', 'EFO_0005221', 'EFO_1000251', 'MONDO_0011719', 'EFO_0000389', 'MONDO_0002516', 'MONDO_0001187', 'EFO_0000197', 'MONDO_0002120', 'EFO_0006859', 'MONDO_0021355', 'MONDO_0005835', 'MONDO_0005041', 'MONDO_0001879', 'EFO_0003817', 'MONDO_0044937', 'EFO_1000657', 'EFO_0000199', 'EFO_0001378', 'EFO_0008549', 'EFO_0002916', 'MONDO_0003059', 'EFO_0000756', 'EFO_1000984', 'EFO_0005570', 'EFO_1001100', 'EFO_0003891', 'EFO_0000681', 'EFO_0004193', 'EFO_0004142', 'EFO_0007416', 'EFO_0005922']",True,False,103,Thymidylate synthase inhibitor ,INHIBITOR ,single protein 
1189,MITUMOMAB,CHEMBL2108442,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0000702', 'MONDO_0008903']",False,False,2,,,
1190,ASPIRIN,CHEMBL25,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1950 and has 19 approved and 138 investigational indications.,,4.0,,False,1950,"['ENSG00000073756', 'ENSG00000095303']","['EFO_0000495', 'MONDO_0007576', 'EFO_0000180', 'EFO_0001645', 'Orphanet_733', 'EFO_0003870', 'EFO_0002615', 'EFO_0008586', 'EFO_0003144', 'EFO_0007328', 'MONDO_0002009', 'EFO_0003843', 'MONDO_0004247', 'EFO_0000266', 'EFO_0000275', 'EFO_0009364', 'HP_0012378', 'EFO_0003770', 'EFO_0000519', 'MONDO_0005277', 'EFO_0004607', 'EFO_1001157', 'EFO_0000339', 'MONDO_0011962', 'EFO_0004698', 'EFO_0003106', 'EFO_0005411', 'EFO_1001161', 'MP_0001845', 'EFO_0003914', 'EFO_0000571', 'MONDO_0005178', 'EFO_0003060', 'EFO_0004277', 'MONDO_0008170', 'EFO_0009315', 'EFO_0008573', 'EFO_0000389', 'MONDO_0005090', 'EFO_0010282', 'EFO_1000637', 'EFO_0000764', 'EFO_1001951', 'MONDO_0043839', 'MONDO_0005835', 'MONDO_0010888', 'EFO_0005406', 'MONDO_0004979', 'EFO_1001375', 'HP_0005521', 'EFO_0000195', 'MONDO_0007254', 'EFO_0001378', 'MONDO_0005129', 'MP_0001914', 'EFO_0000673', 'EFO_0007443', 'EFO_0000266', 'EFO_0003931', 'EFO_0009606', 'EFO_0001361', 'EFO_0000545', 'MONDO_0041052', 'HP_0100806', 'EFO_0005856', 'EFO_0007541', 'HP_0002239', 'MONDO_0100096', 'MONDO_0018076', 'EFO_0004610', 'MONDO_0001056', 'EFO_0004286', 'EFO_1000860', 'EFO_0000182', 'HP_0004398', 'EFO_0007214', 'MONDO_0004985', 'EFO_0000537', 'EFO_0003893', 'EFO_0008585', 'EFO_0000668', 'EFO_0003764', 'EFO_0003913', 'HP_0003326', 'EFO_0004259', 'EFO_0000280', 'EFO_0000341', 'EFO_0000612', 'HP_0003394', 'EFO_0007129', 'HP_0002140', 'EFO_0000616', 'EFO_0003763', 'EFO_0000707', 'EFO_0001663', 'EFO_0003875', 'EFO_0006859', 'EFO_0003869', 'EFO_0002429', 'EFO_0003884', 'HP_0002315', 'EFO_0004264', 'EFO_1001154', 'EFO_0003777', 'EFO_0000400', 'EFO_0002950', 'EFO_0000649', 'EFO_1000954', 'HP_0100607', 'EFO_0009854', 'EFO_0000479', 'EFO_0000729', 'EFO_0009314', 'EFO_0000319', 'Orphanet_309005', 'MONDO_0005301', 'EFO_0000556', 'EFO_1000657', 'MONDO_0011382', 'EFO_0009454', 'EFO_1002022', 'EFO_0000538', 'GO_0007568', 'HP_0002745', 'EFO_0003762', 'EFO_0005407', 'EFO_0003768', 'EFO_0000694', 'HP_0003418', 'EFO_0004252', 'EFO_0009846', 'MONDO_0021108', 'EFO_0000546', 'MONDO_0002679', 'HP_0000618', 'EFO_0009686', 'HP_0004936', 'MONDO_0021063', 'MONDO_0002974', 'MONDO_0007915', 'MONDO_0004992', 'HP_0001945', 'HP_0004419', 'MONDO_0002258', 'EFO_0004265', 'MONDO_0008315', 'EFO_0005672', 'HP_0003419', 'EFO_0010072', 'HP_0012228', 'EFO_0008583', 'EFO_1001923', 'HP_0003124', 'EFO_0000712', 'MONDO_0005148', 'EFO_0004246', 'MONDO_0000831', 'EFO_0004211']",True,False,158,Cyclooxygenase inhibitor ,INHIBITOR ,protein family 
